,name,loss_all_face,loss_all_mask,loss_all_age,loss_face,loss_mask,loss_age,face_acc,mask_acc,age_mse,age_mae
0,20221212-0059_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.7dropout_l2,274.20318603515625,346.4711608886719,238.61431884765625,0.015486272051930428,0.0403759703040123,227.8146514892578,0.9951456785202026,0.9870564937591553,227.8146514892578,10.990812301635742
1,20221212-0010_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.5dropout,254.63755798339844,324.89678955078125,188.62364196777344,0.015089037828147411,0.04051708057522774,188.62364196777344,0.9947988986968994,0.9881722927093506,188.62364196777344,9.941993713378906
2,regression_100epochs_0.25alpha_0.2dropoutmse,41.230010986328125,52.44142532348633,58.03355407714844,0.014121206477284431,0.04307998716831207,175.84393310546875,0.9953190088272095,0.985271155834198,9.627280235290527,175.84393310546875
3,regression_100epochs_0.25alpha_0.2dropoutmse_ValOnlyAge,259.2494812011719,333.701904296875,414.2145690917969,0.015386047773063183,0.043366678059101105,1255.1783447265625,0.9947988986968994,0.9859406352043152,30.124786376953125,1255.1783447265625
4,regression_100epochs_0.25alpha_0.2dropoutmse_largeVersion,39.16411209106445,50.093509674072266,56.26739501953125,0.0139352697879076,0.04187741503119469,170.4903106689453,0.9953190088272095,0.9850479960441589,9.134233474731445,170.4903106689453
5,20221211-2148_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.2dropout_l2,254.42233276367188,322.3866882324219,238.13900756835938,0.015345165506005287,0.04045829549431801,228.41238403320312,0.9953190088272095,0.9872796535491943,228.41238403320312,10.760148048400879
6,20221212-0646_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.7dropout_largeVersion_l2,461.3155517578125,589.97607421875,693.8273315429688,0.015402249060571194,0.04125285893678665,682.153076171875,0.994972288608551,0.9868333339691162,682.153076171875,20.86832618713379
7,regression_100epochs_0.25alpha_0.2dropoutmse_ValOnlyAge_largeVersion,257.8299865722656,331.8749694824219,411.9559631347656,0.015433360822498798,0.04482404887676239,1248.3341064453125,0.9947988986968994,0.985271155834198,30.00922966003418,1248.3341064453125
8,20221212-0348_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.2dropout_largeVersion,251.3792724609375,321.4516906738281,294.15667724609375,0.01553122978657484,0.04059900343418121,294.15667724609375,0.9946255683898926,0.9866101741790771,294.15667724609375,11.912242889404297
9,20221212-0552_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.5dropout_largeVersion,297.1820068359375,380.9407958984375,366.5180358886719,0.015623509883880615,0.04064685478806496,366.5180358886719,0.994972288608551,0.9877259731292725,366.5180358886719,14.496270179748535
10,20221212-0442_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.5dropout_largeVersion_l2,327.65081787109375,416.1675109863281,420.8531799316406,0.015512238256633282,0.040318772196769714,406.20025634765625,0.9947988986968994,0.9883954524993896,406.20025634765625,15.091121673583984
11,20221212-0154_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.7dropout,271.8919982910156,348.3846740722656,292.63604736328125,0.015671059489250183,0.04004897177219391,292.63604736328125,0.9947988986968994,0.9875028133392334,292.63604736328125,12.610289573669434
12,20221211-2234_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.2dropout,250.7598419189453,319.31304931640625,204.75389099121094,0.015575690194964409,0.040763791650533676,204.75389099121094,0.9947988986968994,0.9877259731292725,204.75389099121094,10.599336624145508
13,20221212-0759_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.7dropout_largeVersion,405.2472839355469,520.7639770507812,594.039306640625,0.015111786313354969,0.04102578014135361,594.039306640625,0.994972288608551,0.9872796535491943,594.039306640625,19.497772216796875
14,20221211-2320_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.5dropout_l2,266.3648376464844,337.3531494140625,241.5441436767578,0.01559519860893488,0.04135240986943245,231.8654327392578,0.9946255683898926,0.9872796535491943,231.8654327392578,10.957419395446777
15,20221212-0245_regression10epochsface_10epochsmask_50epochsage_0.25alpha_0.2dropout_largeVersion_l2,253.2411651611328,319.302490234375,266.40838623046875,0.01549298595637083,0.04064789414405823,252.78184509277344,0.9946255683898926,0.9875028133392334,252.78184509277344,10.851511001586914
