,loss_all_face,loss_all_mask,loss_all_age,loss_face,loss_mask,loss_age,face_acc,mask_acc,age_acc
0,1.4565074443817139,1.4548063278198242,1.4553431272506714,0.015395530499517918,0.040925826877355576,1.348766803741455,0.994972288608551,0.9872796535491943,0.49348852038383484
1,0.5155631899833679,0.5167964696884155,0.5045096278190613,0.014551539905369282,0.04201802983880043,1.415419101715088,0.9953190088272095,0.9863869547843933,0.474092572927475
2,1.4699876308441162,1.4696621894836426,1.469618797302246,0.01552421785891056,0.040613021701574326,1.3576186895370483,0.994972288608551,0.9877259731292725,0.4871155917644501
3,3.351862668991089,3.3534741401672363,3.356407880783081,0.015491481870412827,0.0410531647503376,3.356407880783081,0.994452178478241,0.9877259731292725,0.46356335282325745
4,1.4626117944717407,1.4608244895935059,1.4617289304733276,0.014992993324995041,0.04036560282111168,1.3336519002914429,0.9947988986968994,0.9879491329193115,0.4945968687534332
5,1.5928561687469482,1.5933846235275269,1.595576286315918,0.015231549739837646,0.041643790900707245,1.595576286315918,0.994972288608551,0.9866101741790771,0.47935718297958374
6,0.47503718733787537,0.4771655201911926,0.46250346302986145,0.014092432335019112,0.04594586789608002,1.3872390985488892,0.9951456785202026,0.9848248362541199,0.47991135716438293
7,3.2264113426208496,3.214113473892212,3.2228550910949707,0.015307258814573288,0.03997954726219177,3.2228550910949707,0.994972288608551,0.9877259731292725,0.4535882771015167
8,4.8390374183654785,4.834160804748535,4.8275532722473145,0.015417841263115406,0.040899354964494705,4.8275532722473145,0.994452178478241,0.9868333339691162,0.4533112049102783
9,0.46939364075660706,0.4721922278404236,0.4580877423286438,0.014791805297136307,0.043217021971940994,1.3721275329589844,0.994972288608551,0.9861637949943542,0.48794683814048767
10,1.6116654872894287,1.609948992729187,1.6105660200119019,0.015379813499748707,0.04141756892204285,1.4880993366241455,0.9947988986968994,0.9879491329193115,0.4449986517429352
11,1.4882078170776367,1.4893980026245117,1.4888300895690918,0.015226438641548157,0.04044189304113388,1.4888300895690918,0.9946255683898926,0.9875028133392334,0.4394569396972656
12,0.5094018578529358,0.511036217212677,0.49672213196754456,0.01624312810599804,0.04434836283326149,1.4227231740951538,0.9951456785202026,0.9850479960441589,0.47520092129707336
13,1.4892247915267944,1.4881551265716553,1.4886842966079712,0.015155521221458912,0.040200259536504745,1.3624502420425415,0.994972288608551,0.9879491329193115,0.49182602763175964
14,3.193563222885132,3.1954002380371094,3.194516181945801,0.01523418165743351,0.03990885615348816,3.194516181945801,0.9953190088272095,0.9877259731292725,0.46467167139053345
15,2.11208438873291,2.108489513397217,2.1088409423828125,0.01578047126531601,0.04078920930624008,2.1088409423828125,0.9946255683898926,0.9879491329193115,0.47797176241874695
16,2.3336503505706787,2.334017515182495,2.3341941833496094,0.015216359868645668,0.04099439084529877,2.2287755012512207,0.9946255683898926,0.9877259731292725,0.17650319635868073
17,3.0850813388824463,3.064004421234131,3.070100784301758,0.01534391287714243,0.040880899876356125,3.070100784301758,0.9942787885665894,0.9877259731292725,0.47436967492103577
