Wall time,Step,Value
1670490845.502298,0,1.6878970861434937
1670490866.179883,1,1.6154481172561646
1670490886.493178,2,1.5994324684143066
1670490906.065667,3,1.5922527313232422
1670490925.579423,4,1.5923972129821777
1670490945.02384,5,1.58147394657135
1670490964.652849,6,1.5798007249832153
1670490984.257144,7,1.5755406618118286
1670491003.767998,8,1.5680400133132935
1670491023.619717,9,1.5657604932785034
1670491043.170752,10,1.5665098428726196
1670491062.823231,11,1.564408540725708
1670491083.077773,12,1.5646800994873047
1670491103.839098,13,1.5637842416763306
1670491123.456484,14,1.5715041160583496
1670491143.128741,15,1.557418942451477
1670491162.891702,16,1.5599502325057983
1670491182.519646,17,1.5671204328536987
1670491202.127486,18,1.5653029680252075
1670491221.676965,19,1.5573632717132568
1670491241.420009,20,1.5593945980072021
1670491261.072779,21,1.5596394538879395
1670491280.823581,22,1.5569970607757568
1670491300.402886,23,1.557905673980713
1670491319.928145,24,1.559025526046753
1670491340.30574,25,1.5546082258224487
1670491359.967224,26,1.5552159547805786
1670491379.47475,27,1.555224895477295
1670491399.000105,28,1.5489250421524048
1670491418.704989,29,1.5495915412902832
1670491438.754793,30,1.5574084520339966
1670491458.40776,31,1.5579960346221924
1670491477.891374,32,1.5616399049758911
1670491497.457752,33,1.5512515306472778
1670491517.299069,34,1.5558574199676514
1670491536.890665,35,1.556207299232483
1670491556.412273,36,1.549731731414795
1670491576.007852,37,1.5454543828964233
1670491595.569194,38,1.5556637048721313
1670491615.238664,39,1.5536879301071167
1670491634.819678,40,1.5542166233062744
1670491654.379299,41,1.5477397441864014
1670491673.877051,42,1.5479191541671753
1670491693.561603,43,1.5510286092758179
1670491713.301126,44,1.5559653043746948
1670491732.885838,45,1.5527496337890625
1670491752.422544,46,1.5556870698928833
1670491772.119905,47,1.5490214824676514
1670491791.698786,48,1.5598537921905518
1670491811.213715,49,1.5539261102676392
1670491830.819264,50,1.5499707460403442
1670491850.505907,51,1.5518202781677246
1670491870.072247,52,1.557694673538208
1670491889.534594,53,1.5503374338150024
1670491909.142152,54,1.5554373264312744
1670491928.781277,55,1.5460423231124878
1670491948.500813,56,1.5583139657974243
1670491968.029175,57,1.5587923526763916
1670491987.503579,58,1.5489896535873413
1670492007.1088,59,1.5538688898086548
1670492026.744492,60,1.5514236688613892
1670492046.212769,61,1.5471380949020386
1670492065.743391,62,1.5539757013320923
1670492085.274318,63,1.555768609046936
1670492104.873541,64,1.5516189336776733
1670492124.426413,65,1.5451045036315918
1670492143.91616,66,1.547160029411316
1670492163.464327,67,1.5532022714614868
1670492183.018357,68,1.554099678993225
1670492202.528222,69,1.5509040355682373
1670492222.029785,70,1.5520416498184204
1670492241.624504,71,1.551974892616272
1670492261.159996,72,1.549246907234192
1670492280.715181,73,1.5526618957519531
1670492300.134352,74,1.5464403629302979
1670492319.874233,75,1.5450223684310913
1670492339.439877,76,1.54414701461792
1670492358.961485,77,1.538724660873413
1670492378.39689,78,1.546873927116394
1670492398.014156,79,1.5491201877593994
1670492417.541383,80,1.5517053604125977
1670492437.056063,81,1.5499379634857178
1670492456.585047,82,1.5432771444320679
1670492476.22785,83,1.548962950706482
1670492495.806652,84,1.5504889488220215
1670492515.452376,85,1.550416111946106
1670492534.912939,86,1.5433117151260376
1670492554.423744,87,1.5550477504730225
1670492574.042431,88,1.5491478443145752
1670492593.603923,89,1.5461437702178955
1670492613.041789,90,1.5416333675384521
1670492632.544287,91,1.5458073616027832
1670492652.148421,92,1.550325632095337
1670492671.76666,93,1.5507514476776123
1670492691.206023,94,1.5472749471664429
1670492710.707085,95,1.5414202213287354
1670492730.291426,96,1.554417371749878
1670492749.855563,97,1.552046537399292
1670492769.378675,98,1.5464922189712524
1670492788.847727,99,1.5462276935577393
