Wall time,Step,Value
1670498693.085377,0,1.6219347715377808
1670498712.013031,1,1.4749482870101929
1670498731.449762,2,1.4389674663543701
1670498750.896246,3,1.4265705347061157
1670498770.619533,4,1.4057064056396484
1670498789.691061,5,1.3974946737289429
1670498810.758676,6,1.3863551616668701
1670498832.233453,7,1.3735859394073486
1670498852.886701,8,1.3604847192764282
1670498873.417401,9,1.3551071882247925
1670498893.062903,10,1.347713828086853
1670498913.883609,11,1.3445311784744263
1670498933.492114,12,1.331465482711792
1670498952.95867,13,1.3200401067733765
1670498973.05419,14,1.3219789266586304
1670498992.701689,15,1.314295768737793
1670499014.004148,16,1.3186923265457153
1670499032.922762,17,1.3022230863571167
1670499051.554314,18,1.3020024299621582
1670499070.357244,19,1.3015738725662231
1670499089.009802,20,1.293599247932434
1670499107.743851,21,1.2899519205093384
1670499126.50237,22,1.2867989540100098
1670499145.045905,23,1.2737200260162354
1670499163.789232,24,1.2670503854751587
1670499182.348044,25,1.2658774852752686
1670499201.009789,26,1.2619200944900513
1670499219.675809,27,1.2572399377822876
1670499238.30673,28,1.2525709867477417
1670499257.052759,29,1.255777359008789
1670499275.785583,30,1.2533555030822754
1670499294.635954,31,1.2494460344314575
1670499313.301376,32,1.2496248483657837
1670499331.951411,33,1.2451486587524414
1670499350.660621,34,1.2346733808517456
1670499369.252983,35,1.2300019264221191
1670499387.99086,36,1.2260969877243042
1670499406.681243,37,1.2287204265594482
1670499425.328815,38,1.2305245399475098
1670499444.019459,39,1.2153805494308472
1670499462.802477,40,1.224401593208313
1670499481.564451,41,1.21481192111969
1670499500.163838,42,1.213765025138855
1670499518.870279,43,1.2135194540023804
1670499537.578278,44,1.211940884590149
1670499556.22914,45,1.217952847480774
1670499574.906956,46,1.2125853300094604
1670499593.49889,47,1.2052489519119263
1670499612.254394,48,1.2049381732940674
1670499630.796902,49,1.2021348476409912
1670499649.445831,50,1.2005735635757446
1670499668.135414,51,1.1968713998794556
1670499686.764157,52,1.1941167116165161
1670499705.497125,53,1.1909756660461426
1670499724.082762,54,1.1880303621292114
1670499742.73964,55,1.1978721618652344
1670499761.343127,56,1.1816556453704834
1670499779.979288,57,1.1920820474624634
1670499798.723254,58,1.1831841468811035
1670499817.30336,59,1.1846683025360107
1670499836.08714,60,1.1833570003509521
1670499854.601642,61,1.1830179691314697
1670499873.339045,62,1.1796156167984009
1670499891.971524,63,1.1732598543167114
1670499910.545476,64,1.1713255643844604
1670499929.242433,65,1.1701489686965942
1670499947.875061,66,1.1672909259796143
1670499966.622305,67,1.1761901378631592
1670499985.265924,68,1.1686757802963257
1670500003.883046,69,1.1699405908584595
1670500022.79869,70,1.1772311925888062
1670500041.349997,71,1.1646535396575928
1670500059.964656,72,1.171284794807434
1670500078.55012,73,1.170186996459961
1670500097.235968,74,1.1638551950454712
1670500115.901401,75,1.1662983894348145
1670500134.623137,76,1.1621307134628296
1670500153.340915,77,1.1686019897460938
1670500171.897083,78,1.1516252756118774
1670500190.624584,79,1.1637400388717651
1670500209.176964,80,1.1577504873275757
1670500227.786388,81,1.1475234031677246
1670500246.46933,82,1.162276029586792
1670500265.010065,83,1.156020998954773
1670500283.707094,84,1.153702974319458
1670500302.264824,85,1.1525222063064575
1670500321.057521,86,1.1474006175994873
1670500339.657626,87,1.1514897346496582
1670500358.308478,88,1.1588391065597534
1670500376.971231,89,1.149979829788208
1670500395.490816,90,1.1561284065246582
1670500414.205872,91,1.1471561193466187
1670500432.700964,92,1.1486945152282715
1670500451.332223,93,1.1459704637527466
1670500469.92464,94,1.1515612602233887
1670500488.516171,95,1.1428838968276978
1670500507.232514,96,1.1324790716171265
1670500525.81102,97,1.138444423675537
1670500544.541277,98,1.1442887783050537
1670500563.06867,99,1.1476606130599976
