Wall time,Step,Value
1668609403.859765,0,0.354586660861969
1668609433.631515,1,0.2017056792974472
1668609463.654603,2,0.1539911925792694
1668609493.397883,3,0.14085526764392853
1668609523.826643,4,0.11987258493900299
1668609554.480247,5,0.11201660335063934
1668609585.36878,6,0.09490613639354706
1668609615.735449,7,0.08727600425481796
1668609646.064111,8,0.06617466360330582
1668609676.455187,9,0.06320110708475113
1668609706.837269,10,0.05510428547859192
1668609737.295576,11,0.058809444308280945
1668609767.99503,12,0.03707002103328705
1668609798.729501,13,0.04704390838742256
1668609829.316328,14,0.03691479191184044
1668609860.179357,15,0.03846549987792969
1668609890.785358,16,0.026877494528889656
1668609921.293401,17,0.034612592309713364
1668609951.686489,18,0.024736611172556877
1668609982.132713,19,0.03252187743782997
1668610012.583114,20,0.025029655545949936
1668610042.968848,21,0.025425394997000694
1668610073.341524,22,0.01521671749651432
1668610103.638086,23,0.017950179055333138
1668610134.238498,24,0.016557496041059494
1668610164.621444,25,0.021210964769124985
1668610195.085584,26,0.018958596512675285
1668610226.015073,27,0.01573082059621811
1668610256.881771,28,0.027102120220661163
1668610287.626416,29,0.01274022925645113
1668610317.996826,30,0.01233949139714241
1668610348.046437,31,0.018567031249403954
1668610378.347533,32,0.006360259838402271
1668610408.463548,33,0.011118225753307343
1668610438.248178,34,0.0073067485354840755
1668610468.154169,35,0.011148091405630112
1668610497.77646,36,0.01467045582830906
1668610527.413371,37,0.008741975761950016
1668610556.953997,38,0.01668453961610794
1668610586.895539,39,0.01031234860420227
1668610616.71359,40,0.009627937339246273
1668610646.518834,41,0.008128547109663486
1668610676.283462,42,0.004999915137887001
1668610706.020327,43,0.008939079940319061
1668610735.744617,44,0.006989418063312769
1668610765.551349,45,0.008055238053202629
1668610795.314863,46,0.009798777289688587
1668610824.865075,47,0.006185291800647974
1668610854.495525,48,0.00889492966234684
1668610884.396363,49,0.0075156488455832005
1668610914.166728,50,0.011963656172156334
1668610944.409996,51,0.0018554265843704343
1668610974.773556,52,0.003042858559638262
1668611004.718375,53,0.0012431084178388119
1668611034.45904,54,0.01756049133837223
1668611064.085151,55,0.002544868504628539
1668611093.751077,56,0.0020124665461480618
1668611123.311982,57,0.002044374356046319
1668611152.968846,58,0.016134414821863174
1668611182.795837,59,0.006436477415263653
1668611212.554232,60,0.0014192941598594189
1668611242.211346,61,0.006336824968457222
1668611272.01815,62,0.01167212799191475
1668611302.071623,63,0.006348468828946352
1668611332.104266,64,0.004544791299849749
1668611362.134138,65,0.0017336589517071843
1668611391.950698,66,0.004699768498539925
1668611422.193105,67,0.006910260301083326
1668611452.418054,68,0.00434020534157753
1668611482.325773,69,0.0019507382530719042
1668611512.014588,70,0.0005453824414871633
1668611542.225962,71,7.514219760196283e-05
1668611572.463435,72,3.524099520291202e-05
1668611602.673665,73,3.223346357117407e-05
1668611632.47173,74,2.4550432499381714e-05
