Wall time,Step,Value
1668603105.216934,0,0.7041877508163452
1668603124.888576,1,0.9560055136680603
1668603144.737701,2,0.9766221642494202
1668603164.06575,3,0.9839852452278137
1668603183.704555,4,0.9858260750770569
1668603204.463029,5,0.9882190227508545
1668603223.927305,6,0.9886792302131653
1668603243.844838,7,0.9885872006416321
1668603262.847887,8,0.9905200004577637
1668603282.067832,9,0.9906120300292969
1668603301.39685,10,0.9896916747093201
1668603320.375228,11,0.9908881783485413
1668603339.237456,12,0.9919926524162292
1668603358.135766,13,0.9917165040969849
1668603377.467111,14,0.9925448894500732
1668603396.512085,15,0.9928209781646729
1668603415.814796,16,0.9933732151985168
1668603435.108177,17,0.9938334226608276
1668603454.408184,18,0.9931891560554504
1668603473.709393,19,0.994017481803894
1668603493.351765,20,0.992913007736206
1668603512.65647,21,0.9933732151985168
1668603532.004275,22,0.9942936301231384
1668603551.231725,23,0.9941095113754272
1668603570.649184,24,0.9947537779808044
1668603589.87785,25,0.9942015409469604
1668603608.769497,26,0.9937413930892944
1668603627.586417,27,0.9942015409469604
1668603646.379142,28,0.994569718837738
1668603665.247025,29,0.9942936301231384
