,name,time
0,saved_model/modelv1_scratch_75epochs_32batch_1alpha_1depthMultiplier,19.77875304222107
1,saved_model/modelv1_scratch_75epochs_32batch_075alpha_1depthMultiplier,18.24065399169922
2,saved_model/modelv1_scratch_75epochs_32batch_05alpha_1depthMultiplier,16.993324995040894
3,saved_model/modelv1_scratch_75epochs_32batch_025alpha_1depthMultiplier,17.63225293159485
4,saved_model/modelv1_transfer_10epochs_128batch,21.76906180381775
5,saved_model/modelv1_transfer_10epochs_128batch_075alpha,19.356741905212402
6,saved_model/modelv1_transfer_10epochs_128batch_05alpha,20.275470972061157
7,saved_model/modelv1_transfer_10epochs_128batch_025alpha,17.509514093399048
