,name,time
0,saved_model/modelv1_scratch_75epochs_32batch_1alpha_1depthMultiplier,20.6417179107666
1,saved_model/modelv1_scratch_75epochs_32batch_075alpha_1depthMultiplier,18.354135751724243
2,saved_model/modelv1_scratch_75epochs_32batch_05alpha_1depthMultiplier,18.510324001312256
3,saved_model/modelv1_scratch_75epochs_32batch_025alpha_1depthMultiplier,18.10146474838257
4,saved_model/modelv1_transfer_10epochs_128batch,19.661001920700073
5,saved_model/modelv1_transfer_10epochs_128batch_075alpha,19.26749587059021
6,saved_model/modelv1_transfer_10epochs_128batch_05alpha,19.493832111358643
7,saved_model/modelv1_transfer_10epochs_128batch_025alpha,18.92032504081726
